@RELATION instrumentClassifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {cello,acoustic guitar,clarinet,electric guitar,flute,organ,piano,piano,saxophone,violin}

@DATA
0.072089,0.021455,3.176675,0.196908,0.228927,0.398633,0.004051,0.079149,-24.981167,1.731607,-0.237526,0.325445,-0.015994,0.176544,0.297498,0.146189,-0.020685,0.102483,0.186793,0.166184,-0.008691,0.009006,0.004480,0.048790,0.007154,0.019944,0.009511,0.055921,0.008708,0.005981,0.007937,0.037131,0.003226,0.033555,0.026854,0.013531,0.154025,0.036343,0.019699,0.221051,0.003127,0.058726,1.039786,0.536449,0.374616,0.319162,0.279904,0.230872,0.249702,0.289592,0.286559,0.276300,0.301886,0.274601,0.212820,0.010383,0.005342,0.042164,0.009230,0.015780,0.011199,0.044761,0.011291,0.007587,0.007436,0.030954,0.004397,0.016133,piano
0.083412,0.022441,3.166857,0.203319,0.221853,0.564460,0.004731,0.124882,-25.905218,1.120792,-0.091756,0.452775,0.149611,0.411031,0.535781,0.269574,-0.003249,0.120090,0.057769,0.027752,-0.003441,0.007865,0.004069,0.030130,0.003648,0.018321,0.011075,0.058947,0.015218,0.002520,0.006635,0.038836,0.003048,0.032363,0.028678,0.015234,0.177554,0.040730,0.024276,0.248952,0.004102,0.077373,1.182186,0.594571,0.429952,0.283086,0.296493,0.291638,0.296200,0.281035,0.363780,0.260687,0.332323,0.210409,0.201374,0.008971,0.005189,0.027403,0.004758,0.020097,0.014816,0.047005,0.012653,0.003567,0.007429,0.035089,0.004128,0.014608,piano
0.025717,0.032072,3.153859,0.097421,0.161131,0.220823,0.006493,0.043270,-24.344547,2.430901,0.303939,0.175554,0.230155,0.082081,0.009909,-0.018889,0.055576,0.113797,0.161413,0.112124,0.057822,0.008750,0.001856,0.032160,0.010333,0.023936,0.007032,0.047608,0.005230,0.007281,0.012405,0.107410,0.004206,0.040008,0.011815,0.022621,0.162934,0.024959,0.033650,0.155629,0.004540,0.027579,1.231728,0.624267,0.382343,0.306037,0.218726,0.233352,0.238690,0.238790,0.264808,0.251737,0.249265,0.219527,0.232359,0.009767,0.002147,0.024420,0.012853,0.020507,0.010324,0.030152,0.008765,0.007712,0.009757,0.047693,0.004369,0.012303,piano
0.028050,0.019139,3.212546,0.083730,0.145295,0.086018,0.005548,0.043891,-24.910284,2.265752,-1.121992,-0.065479,-0.320854,-0.201605,-0.317760,-0.348396,-0.226392,-0.165171,0.186058,0.256607,0.094875,0.014224,0.003759,0.010721,0.010267,0.014991,0.029128,0.027565,0.010879,0.031031,0.017629,0.014306,0.005800,0.023934,0.006026,0.013128,0.104477,0.022410,0.035500,0.046850,0.004515,0.007879,1.497693,0.570096,0.367064,0.307427,0.265625,0.275143,0.268836,0.244468,0.211253,0.259965,0.274851,0.287336,0.235373,0.010066,0.003522,0.009203,0.010611,0.016165,0.025356,0.018719,0.012016,0.021215,0.018942,0.012916,0.004485,0.007949,piano
0.074068,0.040846,3.218867,0.187274,0.224848,0.603078,0.004276,0.097284,-22.645910,1.283522,-0.273907,0.076063,-0.184652,0.267049,-0.010378,0.108000,0.061877,0.138987,0.036990,0.010006,-0.000586,0.011374,0.007234,0.021741,0.006152,0.018929,0.008285,0.037867,0.006810,0.006228,0.012290,0.018291,0.012062,0.020747,0.020520,0.019157,0.109139,0.031137,0.024554,0.212622,0.002326,0.029661,0.908203,0.575849,0.345534,0.305144,0.269619,0.240661,0.283379,0.361966,0.299713,0.298325,0.275604,0.288515,0.225587,0.010085,0.009185,0.025218,0.007254,0.019775,0.009430,0.031643,0.008709,0.006008,0.014357,0.020803,0.012993,0.010787,piano
0.084826,0.037015,3.196648,0.211194,0.237336,0.637601,0.004385,0.106622,-23.334104,1.564984,-0.018572,0.145198,-0.074788,0.278777,0.139417,0.039071,-0.194096,0.101269,0.109840,0.104371,0.019599,0.008505,0.005332,0.016822,0.006639,0.021920,0.010466,0.042606,0.007171,0.009121,0.023926,0.021414,0.005192,0.023592,0.027056,0.019537,0.141274,0.041810,0.027316,0.237306,0.002903,0.062285,1.249452,0.783270,0.351676,0.311964,0.288931,0.292602,0.296890,0.351918,0.315632,0.308546,0.305176,0.354030,0.255901,0.010083,0.007079,0.018236,0.007682,0.023558,0.011820,0.034735,0.010479,0.010167,0.025057,0.021946,0.007235,0.011464,piano
0.090863,0.022995,3.165507,0.226890,0.248482,0.605198,0.003951,0.108698,-24.256030,1.725051,-0.055919,0.303001,-0.172812,0.049944,0.037924,0.160554,0.216983,0.239465,0.030941,0.048342,0.033191,0.010142,0.005031,0.017906,0.005235,0.029108,0.007558,0.030848,0.004941,0.008000,0.024134,0.026163,0.010885,0.022665,0.035487,0.015675,0.170590,0.046716,0.025771,0.295796,0.002689,0.088622,1.497607,0.750694,0.423660,0.341870,0.311139,0.265281,0.271398,0.254517,0.290954,0.283434,0.265605,0.238661,0.212731,0.010093,0.005358,0.018528,0.005028,0.030324,0.009328,0.023180,0.006928,0.007827,0.024229,0.023684,0.013028,0.011062,piano
0.088542,0.032360,3.196198,0.220608,0.242941,0.707819,0.003406,0.123575,-23.765240,1.516941,-0.004212,0.320033,-0.098703,0.154133,0.246487,0.321348,0.162099,0.036053,0.041558,0.102309,0.064602,0.006449,0.005290,0.036848,0.006403,0.025001,0.007971,0.033493,0.002398,0.006112,0.014964,0.026519,0.004757,0.023361,0.033412,0.016834,0.132923,0.038972,0.022220,0.306434,0.002192,0.079450,1.202798,0.634373,0.350086,0.316169,0.285466,0.271719,0.276252,0.300836,0.320444,0.337546,0.266848,0.271871,0.224775,0.007414,0.004698,0.035418,0.007293,0.024449,0.009957,0.030496,0.004069,0.006338,0.014570,0.022987,0.005503,0.012381,piano
0.096675,0.026440,3.163539,0.223335,0.245396,0.708319,0.004313,0.127827,-23.588207,1.236911,-0.165036,0.371775,-0.191663,0.123500,0.127498,0.200919,0.178096,0.168759,0.146305,0.105997,0.008694,0.008590,0.005496,0.026873,0.007433,0.026024,0.008870,0.022827,0.004292,0.007869,0.015642,0.017913,0.007682,0.019823,0.034694,0.014871,0.147185,0.038872,0.022974,0.297935,0.002311,0.074431,1.000439,0.684615,0.359195,0.326011,0.282530,0.255006,0.282043,0.343876,0.355232,0.341921,0.363227,0.320353,0.237999,0.009693,0.007287,0.027157,0.008786,0.024045,0.011438,0.021114,0.007547,0.009113,0.016659,0.015779,0.009602,0.009429,piano
0.094577,0.033081,3.164570,0.219354,0.241806,0.759608,0.004427,0.124612,-23.382777,1.047851,-0.116866,0.373364,-0.070908,0.267051,0.141167,0.154731,0.181937,0.086868,0.059528,0.123637,0.035444,0.008157,0.004588,0.023674,0.009879,0.017837,0.006646,0.024453,0.004333,0.006891,0.011776,0.022021,0.007044,0.018063,0.028303,0.019809,0.147224,0.036417,0.022676,0.286123,0.002364,0.059541,1.022216,0.691404,0.314220,0.300165,0.315830,0.317483,0.299243,0.380158,0.380527,0.388313,0.388543,0.323904,0.207564,0.010421,0.006057,0.026629,0.011005,0.019982,0.008667,0.025069,0.008575,0.008863,0.012067,0.019960,0.009584,0.009303,piano
0.098291,0.028879,3.191769,0.226011,0.246493,0.753215,0.003673,0.129973,-23.543259,1.428944,-0.060876,0.247220,-0.206916,0.141469,0.118277,0.045468,0.047842,0.128500,0.074824,-0.019034,0.020244,0.010211,0.005712,0.025943,0.006384,0.017348,0.006792,0.032529,0.004514,0.007919,0.021054,0.021408,0.007390,0.021026,0.034240,0.017047,0.135225,0.041707,0.021519,0.311833,0.002190,0.079351,1.248307,0.708241,0.353551,0.331346,0.302279,0.268625,0.245542,0.293735,0.326064,0.304404,0.320510,0.313834,0.211733,0.011713,0.006314,0.030172,0.007834,0.017790,0.007894,0.022361,0.006543,0.009419,0.024854,0.021739,0.008605,0.010710,piano
0.085898,0.029742,3.175201,0.223418,0.261563,0.338932,0.004228,0.073571,-24.199312,2.703807,-0.597521,0.293984,-0.009717,0.149196,-0.085751,-0.067790,-0.070472,0.017714,0.098076,0.208442,-0.020900,0.013638,0.003277,0.023417,0.008753,0.029990,0.009992,0.040464,0.007407,0.019010,0.021878,0.023460,0.006627,0.026226,0.039165,0.018942,0.142272,0.057520,0.022688,0.270040,0.003105,0.093490,1.453984,0.465988,0.478357,0.283891,0.309499,0.214192,0.224640,0.212866,0.227660,0.228565,0.280534,0.267761,0.256746,0.014048,0.003969,0.019474,0.008928,0.027809,0.011895,0.031942,0.009573,0.016539,0.024109,0.020087,0.007423,0.009732,piano
0.100746,0.022905,3.170214,0.255645,0.271003,0.482720,0.004045,0.123993,-25.049027,2.598703,-0.319404,0.338053,0.074317,0.168190,-0.074511,-0.007423,0.024179,0.130896,0.081552,0.105499,-0.030854,0.008880,0.002724,0.023620,0.008021,0.023743,0.010560,0.032071,0.006699,0.013572,0.032939,0.033067,0.009445,0.027892,0.045186,0.015916,0.148112,0.057868,0.020696,0.330309,0.003263,0.130046,1.528405,0.512913,0.467498,0.268199,0.308776,0.211675,0.261864,0.242510,0.271860,0.291974,0.307266,0.317304,0.244003,0.010194,0.003262,0.022786,0.011662,0.024441,0.013125,0.027032,0.009173,0.015470,0.030724,0.030585,0.009825,0.010545,piano
0.117179,0.022508,3.146386,0.255175,0.272562,0.528687,0.003987,0.140687,-24.347819,2.262143,-0.633855,0.336522,0.027138,0.174364,-0.073295,0.121623,0.151834,0.181541,0.024541,0.031926,-0.019163,0.011542,0.005787,0.023380,0.006517,0.025874,0.009678,0.032729,0.004647,0.008956,0.016269,0.032795,0.013673,0.023388,0.050395,0.015191,0.167917,0.059647,0.020052,0.365340,0.002579,0.155098,1.269333,0.531666,0.446285,0.281232,0.257507,0.204883,0.226276,0.207566,0.253760,0.258238,0.287351,0.286843,0.269462,0.012700,0.006764,0.023248,0.007109,0.025658,0.011444,0.028095,0.008293,0.011130,0.015429,0.027787,0.016026,0.009491,piano
0.137459,0.017011,3.163419,0.278409,0.275451,0.725096,0.003456,0.207110,-24.679012,2.116847,-0.515314,0.376049,0.088168,0.190356,-0.060275,0.109471,0.098888,0.115425,0.084575,0.159789,0.064013,0.011645,0.004743,0.044218,0.005273,0.024224,0.009935,0.036271,0.005165,0.008761,0.010323,0.025536,0.010982,0.025366,0.061036,0.013326,0.160545,0.068748,0.020205,0.489680,0.002146,0.210233,1.561293,0.585852,0.480133,0.279059,0.238080,0.199318,0.211384,0.217019,0.244678,0.230398,0.268856,0.272265,0.248338,0.011990,0.005816,0.042633,0.005040,0.023959,0.011528,0.032859,0.008443,0.010167,0.009433,0.021647,0.013917,0.012960,piano
0.104752,0.028671,3.194756,0.237929,0.266392,0.461798,0.003494,0.099448,-23.740567,2.158796,-0.682393,0.383388,0.062712,0.220256,-0.030745,0.071952,0.009793,0.015283,-0.017059,0.029843,-0.011212,0.020729,0.004759,0.030719,0.007211,0.019713,0.010747,0.030471,0.007667,0.008614,0.017697,0.021390,0.008500,0.021980,0.040270,0.016763,0.120925,0.050159,0.019003,0.299265,0.002295,0.099909,1.155551,0.452805,0.457519,0.266794,0.245325,0.212425,0.229188,0.229612,0.214543,0.194914,0.267632,0.308669,0.269898,0.017058,0.005467,0.033034,0.007662,0.018592,0.011196,0.024072,0.010631,0.009855,0.020676,0.018180,0.008570,0.009349,piano
0.080429,0.025894,3.151421,0.248293,0.271509,0.403463,0.004309,0.071343,-25.187206,2.891070,-0.076536,0.079117,-0.068609,0.106846,0.160307,0.094981,0.246181,0.317273,0.120071,0.047085,-0.049966,0.021336,0.006837,0.034065,0.004173,0.050205,0.006855,0.038820,0.001605,0.007706,0.018271,0.039176,0.011215,0.034695,0.039070,0.025200,0.183313,0.051694,0.019938,0.264461,0.003916,0.082627,1.484612,0.416439,0.415759,0.293023,0.342761,0.271732,0.281143,0.274566,0.311938,0.328435,0.259742,0.239308,0.220872,0.021048,0.011220,0.035982,0.004861,0.045531,0.008743,0.032857,0.002484,0.011633,0.019432,0.033225,0.013693,0.011825,piano
0.080481,0.026963,3.165445,0.242852,0.272449,0.387612,0.003878,0.063621,-24.845010,2.853184,-0.117838,0.042983,-0.140911,0.147267,0.115360,0.028511,0.126240,0.315468,0.243545,0.075968,-0.007001,0.018530,0.008322,0.030884,0.004804,0.038894,0.008127,0.045495,0.002412,0.012516,0.023901,0.035176,0.007527,0.031702,0.037045,0.025962,0.163953,0.050489,0.019970,0.260187,0.003344,0.079330,1.500919,0.421296,0.372336,0.273376,0.321550,0.282734,0.264575,0.286019,0.314217,0.296684,0.280875,0.245387,0.231799,0.020607,0.011602,0.031296,0.004698,0.033883,0.008757,0.035902,0.003589,0.015513,0.023597,0.028580,0.010688,0.011088,piano
0.076319,0.024838,3.160432,0.238692,0.270311,0.369730,0.004623,0.068090,-24.931058,2.773699,-0.128893,0.048774,-0.199555,0.184064,0.193403,0.109910,0.103194,0.164207,0.124748,0.094217,-0.017716,0.016545,0.006390,0.025641,0.009047,0.037149,0.008396,0.039533,0.001960,0.011037,0.021527,0.028570,0.009483,0.029748,0.037108,0.022031,0.182965,0.049606,0.020901,0.251775,0.003923,0.083628,1.419441,0.464969,0.391806,0.286232,0.290275,0.290080,0.269411,0.313488,0.358073,0.342063,0.295612,0.308595,0.203617,0.020595,0.009476,0.029851,0.013193,0.035944,0.010381,0.034202,0.002495,0.014887,0.023709,0.025467,0.013074,0.012379,piano
0.094314,0.024539,3.158050,0.260271,0.272270,0.524638,0.004463,0.116066,-24.898439,2.659839,-0.262861,-0.067124,-0.205946,0.108314,0.106790,0.010911,0.138126,0.272369,0.120643,0.002799,-0.056030,0.020419,0.011511,0.028145,0.007457,0.025009,0.008156,0.035923,0.002470,0.009854,0.022301,0.033597,0.011941,0.029417,0.049689,0.023227,0.183675,0.061391,0.018791,0.411502,0.003781,0.142728,1.297373,0.428528,0.413157,0.307103,0.331398,0.293870,0.267344,0.285936,0.321268,0.303797,0.278693,0.235505,0.220791,0.019869,0.017232,0.030854,0.011282,0.028195,0.011176,0.029620,0.003176,0.012342,0.021275,0.029210,0.013926,0.011456,piano
0.080729,0.030448,3.224483,0.201018,0.228237,0.719443,0.003608,0.121003,-23.520231,1.434577,0.046840,0.028521,-0.041934,0.143529,0.114340,-0.278100,-0.067612,0.408592,0.413470,0.269045,-0.055563,0.006565,0.002027,0.026285,0.005413,0.017657,0.006900,0.048481,0.010110,0.014750,0.016160,0.018269,0.003595,0.023430,0.027895,0.014817,0.118204,0.041196,0.027996,0.218566,0.002377,0.055755,1.096260,0.592436,0.354548,0.313143,0.267132,0.262098,0.240157,0.256296,0.315425,0.288973,0.266868,0.286209,0.248281,0.006770,0.002332,0.027791,0.005140,0.017111,0.008468,0.046807,0.015191,0.012058,0.014316,0.017024,0.005189,0.011828,piano
0.089242,0.024866,3.163320,0.257248,0.273524,0.479895,0.004512,0.101114,-24.833880,2.763634,-0.150047,0.017088,-0.236161,0.132756,0.156305,0.116343,0.197488,0.317198,0.237886,0.190648,-0.015657,0.013055,0.005899,0.038297,0.005941,0.034523,0.005779,0.040433,0.002049,0.013262,0.020449,0.034361,0.008663,0.031550,0.044196,0.019357,0.167101,0.056098,0.017682,0.336752,0.003617,0.123565,1.126624,0.458729,0.422945,0.260646,0.324885,0.294388,0.320298,0.305104,0.346327,0.336294,0.305415,0.282412,0.202736,0.017588,0.009124,0.041955,0.008375,0.034662,0.007801,0.038354,0.003116,0.016076,0.021138,0.030551,0.011356,0.012353,piano
0.077135,0.028962,3.151880,0.236347,0.265375,0.396704,0.005100,0.069083,-24.693611,2.739339,-0.218980,-0.054070,-0.186061,0.130710,0.144219,0.047905,0.196445,0.239770,0.057145,0.045789,-0.023305,0.021273,0.008557,0.024965,0.006804,0.028483,0.007116,0.043326,0.002192,0.007548,0.030794,0.031223,0.014314,0.032053,0.032974,0.024640,0.172903,0.049729,0.020777,0.263490,0.004682,0.078236,1.364970,0.506116,0.440381,0.257159,0.294187,0.255241,0.291187,0.315010,0.325264,0.314142,0.288919,0.256486,0.243925,0.029279,0.011960,0.027921,0.010281,0.026751,0.008863,0.043965,0.003146,0.010079,0.034980,0.028782,0.017641,0.012978,piano
0.032426,0.021268,3.222930,0.093539,0.153450,0.138961,0.005709,0.045059,-25.251196,2.069295,-0.964368,-0.285443,-0.192867,-0.114042,-0.197347,-0.498560,-0.253746,-0.161756,0.209638,0.261298,0.104456,0.018958,0.002697,0.009535,0.006363,0.009834,0.030182,0.038483,0.031700,0.030874,0.011611,0.010261,0.005705,0.027675,0.008149,0.014161,0.115393,0.024250,0.036204,0.088115,0.004847,0.012701,1.893155,0.553436,0.415944,0.351100,0.264894,0.284219,0.256195,0.275894,0.243157,0.265753,0.261458,0.275569,0.243623,0.011652,0.002534,0.010141,0.008700,0.011469,0.025551,0.022851,0.027847,0.020423,0.015858,0.010597,0.005535,0.007614,piano
0.035567,0.021621,3.208875,0.092327,0.150109,0.198484,0.003771,0.054049,-24.266346,2.237978,-0.813808,-0.154595,-0.269236,-0.022908,0.059459,-0.315330,-0.249375,-0.215153,-0.149627,-0.175285,-0.100783,0.017227,0.006821,0.023216,0.023920,0.018091,0.022702,0.028756,0.014908,0.007845,0.015950,0.012294,0.003815,0.018284,0.009424,0.013723,0.118442,0.022803,0.035687,0.117963,0.002606,0.017270,1.586251,0.517699,0.337981,0.265856,0.215933,0.217106,0.197741,0.187332,0.192742,0.189970,0.198484,0.182733,0.184066,0.016132,0.004440,0.011249,0.014464,0.014388,0.018587,0.014569,0.011255,0.004978,0.014864,0.008699,0.003417,0.005442,piano
0.080087,0.033966,3.214446,0.202250,0.232655,0.639305,0.004573,0.109848,-23.384274,1.423612,-0.066186,0.066352,-0.208191,0.192976,-0.021542,-0.052869,0.032009,0.179612,0.149227,0.136447,0.061620,0.006562,0.005804,0.018165,0.007609,0.021378,0.007915,0.036709,0.005789,0.010021,0.015432,0.024875,0.007988,0.022049,0.027272,0.018317,0.115258,0.042009,0.029502,0.249706,0.002941,0.064032,1.172074,0.796857,0.345100,0.290458,0.292478,0.275089,0.276019,0.334307,0.338256,0.325217,0.322908,0.307542,0.275965,0.006589,0.008865,0.022857,0.009602,0.025085,0.008890,0.037815,0.008992,0.010691,0.016384,0.024299,0.011048,0.011356,piano
0.083102,0.030671,3.194213,0.208505,0.238271,0.638287,0.004651,0.108255,-23.503203,1.483829,-0.065157,0.012108,-0.098906,0.258915,0.109426,-0.121357,-0.077619,0.181589,0.213051,0.175223,0.077825,0.007198,0.005928,0.021642,0.005081,0.017663,0.011039,0.047211,0.007933,0.008613,0.016199,0.022487,0.005023,0.024084,0.029645,0.016867,0.134982,0.045791,0.029065,0.235650,0.003220,0.067279,1.295521,0.712284,0.356938,0.334716,0.277928,0.301902,0.287940,0.348481,0.394228,0.311348,0.340298,0.321727,0.248932,0.008370,0.008294,0.026510,0.006162,0.018418,0.015299,0.046005,0.012367,0.008558,0.019929,0.023312,0.007323,0.013116,piano
0.093823,0.032242,3.207073,0.221721,0.241947,0.758097,0.004605,0.131713,-23.559148,1.241344,-0.067144,0.085623,-0.119321,0.267887,0.036498,0.154979,0.079150,0.111631,0.167038,0.189534,0.097322,0.007141,0.010226,0.032730,0.005809,0.020322,0.006230,0.030875,0.005342,0.008152,0.009054,0.017002,0.007376,0.022382,0.034952,0.018999,0.137074,0.045930,0.026859,0.293889,0.002631,0.083382,1.087971,0.717269,0.338291,0.308959,0.277162,0.294448,0.329755,0.372344,0.396142,0.340852,0.352999,0.330810,0.247562,0.008473,0.014561,0.036731,0.007333,0.020791,0.008086,0.030282,0.009791,0.008997,0.009276,0.019646,0.010547,0.011630,piano
0.091114,0.034974,3.208154,0.220374,0.240290,0.731118,0.004705,0.122688,-23.486517,1.252669,0.007751,0.134055,-0.071950,0.328764,0.034004,0.162312,0.088068,0.143983,0.163162,0.178972,0.051405,0.006699,0.008921,0.027076,0.005695,0.017614,0.006874,0.042177,0.005171,0.006628,0.013542,0.024209,0.006944,0.024755,0.032724,0.019977,0.120511,0.042999,0.025338,0.274270,0.002966,0.070045,1.095195,0.666472,0.354181,0.324217,0.275009,0.281813,0.297151,0.399047,0.394072,0.321303,0.328248,0.294495,0.244948,0.008198,0.013451,0.033217,0.007862,0.019280,0.008743,0.041607,0.009454,0.008048,0.017327,0.027145,0.010320,0.013125,piano
0.082875,0.036395,3.214591,0.202153,0.231336,0.672489,0.004285,0.103668,-22.984989,1.210466,-0.273912,0.160031,-0.099590,0.267510,-0.058784,0.136712,0.073620,0.157164,0.045629,0.099445,0.025916,0.008468,0.010486,0.020391,0.005516,0.020917,0.008438,0.036738,0.006906,0.006919,0.010994,0.018737,0.008279,0.021131,0.022910,0.018391,0.114504,0.035396,0.026604,0.217902,0.002519,0.038976,0.965611,0.649720,0.337417,0.278609,0.261327,0.259303,0.283783,0.372879,0.320668,0.320016,0.296469,0.294812,0.231597,0.008372,0.012316,0.025492,0.006100,0.021372,0.010828,0.036197,0.012499,0.007025,0.012481,0.019104,0.009576,0.011050,piano
0.092284,0.043927,3.182240,0.177453,0.177166,1.036535,0.002557,0.166382,-22.298809,1.394918,0.005516,0.181455,0.097998,0.039393,0.064011,-0.092065,-0.215850,-0.036920,0.089170,0.059939,-0.039525,0.020638,0.003017,0.047975,0.012822,0.013441,0.007129,0.020416,0.004058,0.007771,0.010035,0.022695,0.004638,0.018093,0.023526,0.026207,0.181026,0.029432,0.016837,0.360402,0.001449,0.061411,1.359780,0.413295,0.246290,0.220462,0.226789,0.195326,0.209760,0.188685,0.208753,0.234113,0.223288,0.176303,0.170657,0.017176,0.002454,0.032907,0.012169,0.008306,0.006441,0.020547,0.004219,0.006328,0.007131,0.017128,0.003669,0.009596,piano
0.045864,0.027464,3.186238,0.135538,0.174606,0.265111,0.005741,0.050084,-24.362629,2.166545,-0.385829,0.221442,0.205317,0.210009,-0.006102,0.167411,0.130390,0.338261,0.220458,0.137995,-0.061883,0.015107,0.004183,0.048660,0.005539,0.027483,0.007199,0.041515,0.004081,0.007654,0.012952,0.044655,0.007886,0.033127,0.019247,0.020457,0.142346,0.026179,0.019839,0.187205,0.004956,0.033720,1.359158,0.465547,0.443336,0.298313,0.312008,0.251581,0.250934,0.279679,0.317473,0.338111,0.314724,0.279907,0.216737,0.014536,0.006439,0.042350,0.006937,0.026098,0.009734,0.032808,0.007879,0.008945,0.015563,0.039763,0.011346,0.012716,piano
0.073355,0.024546,3.154180,0.160488,0.177043,0.702492,0.003697,0.115440,-24.099811,1.784952,0.056234,0.223423,0.129354,0.190882,0.069842,0.030433,-0.069091,0.053889,0.083780,0.056071,-0.044907,0.017423,0.002653,0.052248,0.010948,0.024247,0.008375,0.049979,0.002311,0.004626,0.009026,0.042163,0.005269,0.029991,0.027972,0.020042,0.184316,0.031792,0.020073,0.355663,0.002618,0.066592,1.814135,0.568328,0.310608,0.269292,0.264822,0.255152,0.214019,0.239286,0.225724,0.206683,0.203021,0.188043,0.172521,0.015989,0.002962,0.034304,0.010414,0.020894,0.007732,0.037968,0.002596,0.004023,0.007696,0.034661,0.005369,0.014313,piano
0.094708,0.028729,3.192154,0.182984,0.184893,0.942552,0.003221,0.164814,-24.349129,1.548086,-0.031711,0.205880,0.174186,0.268219,0.126750,0.101165,0.052305,-0.001629,-0.000000,0.025434,-0.041692,0.017718,0.004115,0.048925,0.008614,0.017028,0.005866,0.048071,0.002866,0.004405,0.007882,0.033210,0.003566,0.027378,0.033203,0.017381,0.142157,0.031246,0.017020,0.384591,0.002447,0.076457,1.485152,0.542257,0.330522,0.262374,0.246889,0.221906,0.217798,0.210585,0.249746,0.200824,0.197919,0.197386,0.169608,0.015301,0.003860,0.044281,0.007093,0.016050,0.005057,0.039561,0.003253,0.003553,0.008337,0.025172,0.003181,0.014153,piano
0.108089,0.044907,3.226749,0.187478,0.181713,1.187109,0.003216,0.192196,-22.825889,1.201515,0.019381,0.213486,0.140857,0.121859,0.078469,-0.061237,0.030856,0.160812,0.066970,-0.023924,-0.094188,0.009602,0.002975,0.034255,0.010931,0.021367,0.006158,0.033657,0.003805,0.007698,0.006942,0.014127,0.007485,0.017807,0.028427,0.021790,0.126244,0.031025,0.016884,0.373698,0.002217,0.063811,1.188424,0.540262,0.300483,0.276400,0.256839,0.224062,0.202741,0.252286,0.251936,0.228318,0.201761,0.198440,0.156426,0.009429,0.003092,0.028589,0.009002,0.022144,0.005192,0.025977,0.003854,0.007886,0.005840,0.011736,0.006938,0.009186,piano
0.053846,0.018322,3.204076,0.140199,0.171158,0.512033,0.004522,0.086314,-24.860085,1.574045,0.125589,0.312225,0.008051,0.261954,0.071052,0.060553,-0.147358,0.096312,0.104041,-0.009546,-0.003978,0.013349,0.002349,0.038888,0.022042,0.018726,0.008685,0.048434,0.004056,0.003125,0.012603,0.045587,0.005524,0.032390,0.023794,0.013415,0.123866,0.028252,0.023854,0.309200,0.003711,0.055732,1.171129,0.670161,0.323465,0.277604,0.316313,0.286710,0.285832,0.253957,0.289415,0.271054,0.254990,0.259363,0.247305,0.013373,0.003086,0.037850,0.014031,0.017285,0.011142,0.037796,0.005559,0.003054,0.012098,0.036392,0.007223,0.014334,piano
